"name","year","quarter","month","sum"
"United States",2019,2,NULL,40.0
"United States",2019,3,"August",0
"United States",2019,3,"July",1.0
"United States",2019,3,"September",82.0
"United States",2019,3,NULL,83.0
"United States",2019,4,"December",28.0
"United States",2019,4,"November",0
"United States",2019,4,"October",7.0
"United States",2019,4,NULL,35.0
"United States",2019,NULL,NULL,240.0
"United States",2020,1,"February",0
"United States",2020,1,"January",10.0
"United States",2020,1,"March",25.0
"United States",2020,1,NULL,35.0
"United States",2020,2,"April",41.0
"United States",2020,2,"June",1.0
"United States",2020,2,"May",5.0
"United States",2020,2,NULL,47.0
"United States",2020,3,"August",53.0
"United States",2020,3,"July",0
"United States",2020,3,"September",8.0
"United States",2020,3,NULL,61.0
"United States",2020,4,"December",45.0
"United States",2020,4,"November",23.0
"United States",2020,4,"October",42.0
"United States",2020,4,NULL,110.0
"United States",2020,NULL,NULL,253.0
"United States",NULL,NULL,NULL,7056.0
